Statistic Label,Year,Commodity Group,Country,VALUE,Missing,Commodity Code,Commodity Category,ISO3
Value of Imports,2020,Pulp and waste paper (25),Turkey,,True,25,Raw Materials,TUR
Value of Imports,2020,Pulp and waste paper (25),Taiwan,,True,25,Raw Materials,TWN
Value of Imports,2020,Pulp and waste paper (25),USA,6593.0,False,25,Raw Materials,USA
Value of Imports,2020,Pulp and waste paper (25),Great Britain,6144.0,False,25,Raw Materials,GBR
Value of Imports,2020,Pulp and waste paper (25),Northern Ireland,241.0,False,25,Raw Materials,GBR
Value of Imports,2020,Pulp and waste paper (25),South Africa,16180.0,False,25,Raw Materials,ZAF
Value of Imports,2020,Pulp and waste paper (25),EU country not specified,3.0,False,25,Raw Materials,EUU
Value of Imports,2020,Pulp and waste paper (25),Other countries,7.0,False,25,Raw Materials,OTH
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Austria,,True,26,Raw Materials,AUT
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Australia,1138.0,False,26,Raw Materials,AUS
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Belgium,2.0,False,26,Raw Materials,BEL
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Bulgaria,,True,26,Raw Materials,BGR
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Brazil,2.0,False,26,Raw Materials,BRA
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Canada,15.0,False,26,Raw Materials,CAN
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Switzerland,5.0,False,26,Raw Materials,CHE
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",China,1371.0,False,26,Raw Materials,CHN
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Cyprus,,True,26,Raw Materials,CYP
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Czech Republic,,True,26,Raw Materials,CZE
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Germany,664.0,False,26,Raw Materials,DEU
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Denmark,2.0,False,26,Raw Materials,DNK
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Estonia,,True,26,Raw Materials,EST
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Spain,159.0,False,26,Raw Materials,ESP
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Finland,,True,26,Raw Materials,FIN
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",France,60.0,False,26,Raw Materials,FRA
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Greece,,True,26,Raw Materials,GRC
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Croatia,,True,26,Raw Materials,HRV
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Hungary,8.0,False,26,Raw Materials,HUN
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",India,364.0,False,26,Raw Materials,IND
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Italy,14.0,False,26,Raw Materials,ITA
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Japan,451.0,False,26,Raw Materials,JPN
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",South Korea,226.0,False,26,Raw Materials,KOR
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Lithuania,,True,26,Raw Materials,LTU
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Luxembourg,,True,26,Raw Materials,LUX
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Latvia,,True,26,Raw Materials,LVA
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Malta,,True,26,Raw Materials,MLT
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Mexico,5.0,False,26,Raw Materials,MEX
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Malaysia,1107.0,False,26,Raw Materials,MYS
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Netherlands,96.0,False,26,Raw Materials,NLD
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Norway,2.0,False,26,Raw Materials,NOR
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Poland,387.0,False,26,Raw Materials,POL
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Portugal,465.0,False,26,Raw Materials,PRT
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Romania,0.0,False,26,Raw Materials,ROU
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Russia,3.0,False,26,Raw Materials,RUS
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Saudi Arabia,2.0,False,26,Raw Materials,SAU
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Sweden,,True,26,Raw Materials,SWE
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Singapore,5.0,False,26,Raw Materials,SGP
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Slovenia,,True,26,Raw Materials,SVN
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Slovakia,,True,26,Raw Materials,SVK
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Thailand,1.0,False,26,Raw Materials,THA
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Turkey,107.0,False,26,Raw Materials,TUR
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Taiwan,361.0,False,26,Raw Materials,TWN
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",USA,344.0,False,26,Raw Materials,USA
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Great Britain,1543.0,False,26,Raw Materials,GBR
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Northern Ireland,586.0,False,26,Raw Materials,GBR
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",South Africa,1.0,False,26,Raw Materials,ZAF
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",EU country not specified,,True,26,Raw Materials,EUU
Value of Imports,2020,"Textile fibres, excluding wool tops, and their wastes (26)",Other countries,1905.0,False,26,Raw Materials,OTH
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Austria,222.0,False,27,Raw Materials,AUT
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Australia,433.0,False,27,Raw Materials,AUS
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Belgium,1488.0,False,27,Raw Materials,BEL
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Bulgaria,,True,27,Raw Materials,BGR
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Brazil,83.0,False,27,Raw Materials,BRA
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Canada,30.0,False,27,Raw Materials,CAN
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Switzerland,21.0,False,27,Raw Materials,CHE
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",China,19532.0,False,27,Raw Materials,CHN
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Cyprus,6.0,False,27,Raw Materials,CYP
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Czech Republic,67.0,False,27,Raw Materials,CZE
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Germany,9469.0,False,27,Raw Materials,DEU
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Denmark,413.0,False,27,Raw Materials,DNK
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Estonia,1.0,False,27,Raw Materials,EST
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Spain,21193.0,False,27,Raw Materials,ESP
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Finland,230.0,False,27,Raw Materials,FIN
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",France,5533.0,False,27,Raw Materials,FRA
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Greece,373.0,False,27,Raw Materials,GRC
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Croatia,,True,27,Raw Materials,HRV
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Hungary,,True,27,Raw Materials,HUN
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",India,5928.0,False,27,Raw Materials,IND
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Italy,878.0,False,27,Raw Materials,ITA
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Japan,1185.0,False,27,Raw Materials,JPN
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",South Korea,0.0,False,27,Raw Materials,KOR
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Lithuania,1.0,False,27,Raw Materials,LTU
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Luxembourg,,True,27,Raw Materials,LUX
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Latvia,,True,27,Raw Materials,LVA
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Malta,,True,27,Raw Materials,MLT
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Mexico,10.0,False,27,Raw Materials,MEX
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Malaysia,0.0,False,27,Raw Materials,MYS
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Netherlands,6006.0,False,27,Raw Materials,NLD
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Norway,551.0,False,27,Raw Materials,NOR
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Poland,101.0,False,27,Raw Materials,POL
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Portugal,1541.0,False,27,Raw Materials,PRT
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Romania,,True,27,Raw Materials,ROU
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Russia,33.0,False,27,Raw Materials,RUS
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Saudi Arabia,7.0,False,27,Raw Materials,SAU
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Sweden,88.0,False,27,Raw Materials,SWE
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Singapore,1.0,False,27,Raw Materials,SGP
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Slovenia,,True,27,Raw Materials,SVN
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Slovakia,809.0,False,27,Raw Materials,SVK
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Thailand,2.0,False,27,Raw Materials,THA
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Turkey,5323.0,False,27,Raw Materials,TUR
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Taiwan,0.0,False,27,Raw Materials,TWN
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",USA,5332.0,False,27,Raw Materials,USA
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Great Britain,43985.0,False,27,Raw Materials,GBR
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Northern Ireland,34366.0,False,27,Raw Materials,GBR
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",South Africa,626.0,False,27,Raw Materials,ZAF
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",EU country not specified,35.0,False,27,Raw Materials,EUU
Value of Imports,2020,"Crude fertilisers and minerals, excluding coal, petroleum etc. (27)",Other countries,2106.0,False,27,Raw Materials,OTH
Value of Imports,2020,Metalliferous ores and metal scrap (28),Austria,,True,28,Raw Materials,AUT
Value of Imports,2020,Metalliferous ores and metal scrap (28),Australia,1.0,False,28,Raw Materials,AUS
Value of Imports,2020,Metalliferous ores and metal scrap (28),Belgium,48.0,False,28,Raw Materials,BEL
Value of Imports,2020,Metalliferous ores and metal scrap (28),Bulgaria,,True,28,Raw Materials,BGR
Value of Imports,2020,Metalliferous ores and metal scrap (28),Brazil,72544.0,False,28,Raw Materials,BRA
Value of Imports,2020,Metalliferous ores and metal scrap (28),Canada,9.0,False,28,Raw Materials,CAN
Value of Imports,2020,Metalliferous ores and metal scrap (28),Switzerland,4.0,False,28,Raw Materials,CHE
Value of Imports,2020,Metalliferous ores and metal scrap (28),China,163.0,False,28,Raw Materials,CHN
Value of Imports,2020,Metalliferous ores and metal scrap (28),Cyprus,,True,28,Raw Materials,CYP
Value of Imports,2020,Metalliferous ores and metal scrap (28),Czech Republic,8.0,False,28,Raw Materials,CZE
Value of Imports,2020,Metalliferous ores and metal scrap (28),Germany,1277.0,False,28,Raw Materials,DEU
Value of Imports,2020,Metalliferous ores and metal scrap (28),Denmark,,True,28,Raw Materials,DNK
Value of Imports,2020,Metalliferous ores and metal scrap (28),Estonia,,True,28,Raw Materials,EST
Value of Imports,2020,Metalliferous ores and metal scrap (28),Spain,46.0,False,28,Raw Materials,ESP
Value of Imports,2020,Metalliferous ores and metal scrap (28),Finland,,True,28,Raw Materials,FIN
Value of Imports,2020,Metalliferous ores and metal scrap (28),France,75.0,False,28,Raw Materials,FRA
Value of Imports,2020,Metalliferous ores and metal scrap (28),Greece,,True,28,Raw Materials,GRC
Value of Imports,2020,Metalliferous ores and metal scrap (28),Croatia,,True,28,Raw Materials,HRV
Value of Imports,2020,Metalliferous ores and metal scrap (28),Hungary,0.0,False,28,Raw Materials,HUN
Value of Imports,2020,Metalliferous ores and metal scrap (28),India,6.0,False,28,Raw Materials,IND
Value of Imports,2020,Metalliferous ores and metal scrap (28),Italy,7.0,False,28,Raw Materials,ITA
Value of Imports,2020,Metalliferous ores and metal scrap (28),Japan,1.0,False,28,Raw Materials,JPN
Value of Imports,2020,Metalliferous ores and metal scrap (28),South Korea,,True,28,Raw Materials,KOR
Value of Imports,2020,Metalliferous ores and metal scrap (28),Lithuania,,True,28,Raw Materials,LTU
Value of Imports,2020,Metalliferous ores and metal scrap (28),Luxembourg,,True,28,Raw Materials,LUX
Value of Imports,2020,Metalliferous ores and metal scrap (28),Latvia,,True,28,Raw Materials,LVA
Value of Imports,2020,Metalliferous ores and metal scrap (28),Malta,,True,28,Raw Materials,MLT
Value of Imports,2020,Metalliferous ores and metal scrap (28),Mexico,0.0,False,28,Raw Materials,MEX
Value of Imports,2020,Metalliferous ores and metal scrap (28),Malaysia,0.0,False,28,Raw Materials,MYS
Value of Imports,2020,Metalliferous ores and metal scrap (28),Netherlands,66.0,False,28,Raw Materials,NLD
Value of Imports,2020,Metalliferous ores and metal scrap (28),Norway,,True,28,Raw Materials,NOR
Value of Imports,2020,Metalliferous ores and metal scrap (28),Poland,72.0,False,28,Raw Materials,POL
Value of Imports,2020,Metalliferous ores and metal scrap (28),Portugal,,True,28,Raw Materials,PRT
Value of Imports,2020,Metalliferous ores and metal scrap (28),Romania,,True,28,Raw Materials,ROU
Value of Imports,2020,Metalliferous ores and metal scrap (28),Russia,,True,28,Raw Materials,RUS
Value of Imports,2020,Metalliferous ores and metal scrap (28),Saudi Arabia,,True,28,Raw Materials,SAU
Value of Imports,2020,Metalliferous ores and metal scrap (28),Sweden,,True,28,Raw Materials,SWE
Value of Imports,2020,Metalliferous ores and metal scrap (28),Singapore,2.0,False,28,Raw Materials,SGP
Value of Imports,2020,Metalliferous ores and metal scrap (28),Slovenia,,True,28,Raw Materials,SVN
